time,recent_15_minute_outdoorTemp_max,recent_15_minute_outdoorTemp_min,recent_15_minute_outdoorTemp_median,recent_15_minute_outdoorTemp_mean,recent_15_minute_outdoorTemp_std,recent_15_minute_outdoorHum_max,recent_15_minute_outdoorHum_min,recent_15_minute_outdoorHum_median,recent_15_minute_outdoorHum_mean,recent_15_minute_outdoorHum_std
1552497584.0,14.6,14.3,14.4,14.446666666666669,0.0718021974284598,86.0,85.0,86.0,85.6,0.48989794855663565
1552497644.0,14.6,14.3,14.4,14.44375,0.07043392293490379,86.0,85.0,86.0,85.625,0.4841229182759271
1552497707.0,14.5,14.3,14.4,14.42666666666667,0.057348835113617304,86.0,85.0,86.0,85.73333333333333,0.4422166387140533
1552497765.0,14.5,14.3,14.4,14.420000000000003,0.054160256030906205,86.0,85.0,86.0,85.8,0.39999999999999986
1552497826.0,14.5,14.3,14.4,14.40666666666667,0.057348835113617304,87.0,85.0,86.0,85.93333333333334,0.4422166387140533
1552497885.0,14.5,14.3,14.4,14.393333333333336,0.057348835113617304,87.0,85.0,86.0,86.06666666666666,0.4422166387140533
1552497946.0,14.5,14.3,14.4,14.380000000000003,0.054160256030906205,87.0,86.0,86.0,86.2,0.4
1552498006.0,14.4,14.3,14.4,14.36666666666667,0.047140452079103,87.0,86.0,86.0,86.26666666666667,0.4422166387140533
1552498067.0,14.4,14.3,14.4,14.360000000000005,0.04898979485566339,87.0,86.0,86.0,86.33333333333333,0.47140452079103173
1552498125.0,14.4,14.3,14.4,14.353333333333337,0.04988876515698572,87.0,86.0,86.0,86.4,0.48989794855663565
1552498188.0,14.4,14.3,14.3,14.346666666666671,0.049888765156985704,87.0,86.0,86.0,86.46666666666667,0.4988876515698588
1552498245.0,14.4,14.3,14.3,14.340000000000005,0.04898979485566339,87.0,86.0,87.0,86.53333333333333,0.4988876515698588
1552498308.0,14.4,14.3,14.3,14.33333333333334,0.047140452079103,87.0,86.0,87.0,86.6,0.48989794855663565
1552498367.0,14.4,14.3,14.3,14.33333333333334,0.047140452079103,87.0,86.0,87.0,86.66666666666667,0.47140452079103173
1552498426.0,14.4,14.3,14.3,14.33125,0.04635124054434773,87.0,86.0,87.0,86.6875,0.46351240544347894
1552498485.0,14.4,14.3,14.3,14.320000000000004,0.03999999999999986,87.0,86.0,87.0,86.8,0.39999999999999986
1552498548.0,14.4,14.2,14.3,14.30666666666667,0.04422166387140546,87.0,86.0,87.0,86.86666666666666,0.3399346342395189
1552498607.0,14.4,14.2,14.3,14.293333333333335,0.04422166387140568,87.0,86.0,87.0,86.93333333333334,0.2494438257849294
1552498668.0,14.3,14.2,14.3,14.280000000000001,0.04000000000000057,87.0,87.0,87.0,87.0,0.0
1552498728.0,14.3,14.2,14.3,14.273333333333333,0.04422166387140596,87.0,87.0,87.0,87.0,0.0
1552498787.0,14.3,14.2,14.3,14.266666666666664,0.047140452079103834,87.0,87.0,87.0,87.0,0.0
1552498849.0,14.3,14.1,14.3,14.25333333333333,0.06182412330330528,87.0,87.0,87.0,87.0,0.0
1552498905.0,14.3,14.1,14.3,14.25,0.061237243569580053,87.0,87.0,87.0,87.0,0.0
1552498968.0,14.3,14.1,14.2,14.239999999999997,0.06110100926607846,87.0,87.0,87.0,87.0,0.0
1552499028.0,14.3,14.1,14.2,14.233333333333329,0.05962847939999498,87.0,87.0,87.0,87.0,0.0
1552499087.0,14.3,14.1,14.2,14.23125,0.058296119081805674,87.0,87.0,87.0,87.0,0.0
1552499148.0,14.3,14.1,14.2,14.21333333333333,0.06182412330330514,87.0,87.0,87.0,87.0,0.0
1552499208.0,14.3,14.1,,14.207142857142854,0.059333027592272346,87.0,87.0,,87.0,0.0
1552499209.0,14.3,14.1,,14.2,0.06324555320336793,87.0,87.0,,87.0,0.0
1552499268.0,14.3,14.1,,14.186666666666667,0.06182412330330491,87.0,87.0,,87.0,0.0
1552499328.0,14.3,14.1,,14.173333333333334,0.057348835113617574,87.0,87.0,,87.0,0.0
1552499389.0,14.2,14.1,,14.159999999999998,0.04898979485566339,87.0,87.0,,87.0,0.0
1552499448.0,14.2,14.1,,14.153333333333332,0.04988876515698571,87.0,87.0,,87.0,0.0
1552499510.0,14.2,14.1,,14.146666666666667,0.04988876515698571,87.0,87.0,,87.0,0.0
1552499568.0,14.2,14.1,,14.139999999999999,0.04898979485566339,87.0,87.0,,87.0,0.0
1552499626.0,14.2,14.0,,14.13125,0.05829611908180489,87.0,87.0,,87.0,0.0
1552499750.0,14.2,13.9,,14.107142857142856,0.0798595706249922,87.0,87.0,,87.0,0.0
1552499807.0,14.2,13.9,,14.085714285714285,0.0914732033918975,87.0,87.0,,87.0,0.0
1552499870.0,14.2,13.8,,14.057142857142859,0.11157499537009467,87.0,87.0,,87.0,0.0
1552499928.0,14.2,13.8,,14.02857142857143,0.12205719636167858,87.0,87.0,,87.0,0.0
1552499990.0,14.1,13.8,,14.000000000000002,0.1253566341056013,88.0,87.0,,87.07142857142857,0.2575393768188564
1552500048.0,14.1,13.7,,13.971428571428573,0.14356965173029815,88.0,87.0,,87.14285714285714,0.3499271061118826
1552500109.0,14.1,13.6,13.95,13.935714285714287,0.16736249305514245,88.0,87.0,87.0,87.21428571428571,0.410325903324145
1552500169.0,14.1,13.6,,13.923076923076923,0.16711969986461855,88.0,87.0,,87.23076923076923,0.42132504423474315
1552500170.0,14.1,13.6,,13.9,0.18126539343499304,88.0,87.0,,87.28571428571429,0.45175395145262565
1552500227.0,14.1,13.6,,13.879999999999999,0.1904380914278093,88.0,87.0,,87.33333333333333,0.4714045207910317
1552500290.0,14.1,13.6,,13.828571428571426,0.18680995472317174,88.0,87.0,,87.42857142857143,0.4948716593053935
1552500347.0,14.1,13.6,,13.813333333333333,0.18926759422104525,89.0,87.0,,87.53333333333333,0.6182412330330469
1552500408.0,14.1,13.6,,13.78,0.17962924780409986,89.0,87.0,,87.66666666666667,0.6992058987801011
1552500468.0,14.0,13.6,,13.72142857142857,0.13720980508784708,89.0,87.0,,87.85714285714286,0.7423074889580903
1552500531.0,13.9,13.6,,13.69285714285714,0.11627728997214114,89.0,87.0,,88.0,0.7559289460184544
1552500591.0,13.9,13.5,,13.68,0.12220201853215608,89.0,87.0,,88.06666666666666,0.7717224601860151
1552500650.0,13.9,13.5,,13.653333333333332,0.11469767022723532,89.0,87.0,,88.2,0.7483314773547883
1552500708.0,13.8,13.4,,13.620000000000001,0.11075498483890785,89.0,87.0,,88.33333333333333,0.6992058987801011
1552500770.0,13.8,13.4,,13.593333333333332,0.11234866364235149,89.0,87.0,,88.46666666666667,0.6182412330330469
1552500829.0,13.8,13.4,,13.566666666666666,0.10749676997731387,89.0,88.0,,88.6,0.4898979485566356
1552500892.0,13.7,13.4,,13.54,0.09521904571390433,89.0,88.0,,88.66666666666667,0.4714045207910317
1552500949.0,13.6,13.3,,13.513333333333334,0.10241527663824776,89.0,88.0,,88.73333333333333,0.44221663871405326
1552501011.0,13.6,13.3,,13.493333333333332,0.11234866364235103,90.0,88.0,,88.86666666666666,0.49888765156985887
1552501070.0,13.6,13.3,13.5,13.473333333333336,0.11813363431112858,90.0,88.0,89.0,89.0,0.5163977794943222
1552501132.0,13.6,13.3,13.4,13.453333333333338,0.12036980056845151,90.0,88.0,89.0,89.13333333333334,0.4988876515698588
1552501193.0,13.6,13.2,13.4,13.42666666666667,0.1289271973720912,90.0,89.0,89.0,89.26666666666667,0.4422166387140533
1552501249.0,13.6,13.2,13.4,13.400000000000002,0.13165611772087654,90.0,89.0,89.0,89.33333333333333,0.47140452079103173
1552501310.0,13.6,13.2,13.4,13.373333333333333,0.12892719737209146,90.0,89.0,89.0,89.4,0.48989794855663565
1552501371.0,13.6,13.2,13.3,13.346666666666664,0.12036980056845208,91.0,89.0,89.0,89.53333333333333,0.6182412330330469
1552501432.0,13.5,13.2,13.3,13.319999999999997,0.1045625809423878,91.0,89.0,90.0,89.66666666666667,0.6992058987801011
1552501490.0,13.5,13.2,13.3,13.3125,0.10532687216470482,91.0,89.0,90.0,89.75,0.75
1552501550.0,13.4,13.2,13.3,13.279999999999998,0.0832666399786458,91.0,89.0,90.0,89.93333333333334,0.7717224601860151
1552501612.0,13.4,13.2,13.2,13.266666666666662,0.07888106377466209,91.0,89.0,90.0,90.06666666666666,0.7717224601860151
1552501672.0,13.4,13.2,13.2,13.25333333333333,0.07180219742846058,91.0,89.0,90.0,90.2,0.7483314773547882
1552501732.0,13.4,13.2,13.2,13.239999999999997,0.06110100926607842,91.0,89.0,90.0,90.33333333333333,0.6992058987801011
1552501791.0,13.4,13.2,13.2,13.237499999999999,0.059947894041409544,91.0,89.0,90.5,90.375,0.6959705453537527
1552501851.0,13.3,13.2,13.2,13.219999999999997,0.04000000000000056,91.0,90.0,91.0,90.6,0.48989794855663565
1552501912.0,13.3,13.2,13.2,13.21333333333333,0.03399346342395237,91.0,90.0,91.0,90.66666666666667,0.47140452079103173
1552501974.0,13.3,13.2,13.2,13.206666666666662,0.024944382578493293,91.0,90.0,91.0,90.73333333333333,0.4422166387140533
1552502033.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,91.0,90.0,91.0,90.8,0.39999999999999986
1552502092.0,13.2,13.2,13.2,13.2,0.0,91.0,90.0,91.0,90.8125,0.3903123748998999
1552502152.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,92.0,90.0,91.0,91.0,0.3651483716701107
1552502213.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,92.0,91.0,91.0,91.13333333333334,0.33993463423951903
1552502271.0,13.3,13.2,13.2,13.206666666666665,0.024944382578493296,92.0,91.0,91.0,91.2,0.4
1552502334.0,13.3,13.1,13.2,13.199999999999998,0.03651483716701127,92.0,91.0,91.0,91.26666666666667,0.4422166387140533
1552502395.0,13.3,13.1,13.2,13.199999999999998,0.03651483716701127,92.0,91.0,91.0,91.33333333333333,0.47140452079103173
1552502455.0,13.3,13.1,13.2,13.199999999999998,0.03651483716701127,92.0,91.0,91.0,91.4,0.48989794855663565
1552502513.0,13.3,13.1,13.2,13.199999999999998,0.03651483716701127,92.0,91.0,91.0,91.46666666666667,0.4988876515698588
1552502571.0,13.3,13.1,13.2,13.19375,0.042847841252506645,92.0,91.0,91.5,91.5,0.5
1552502632.0,13.3,13.1,,13.19285714285714,0.04573660169594906,92.0,91.0,,91.57142857142857,0.4948716593053935
1552502633.0,13.3,13.1,,13.186666666666666,0.04988876515698598,92.0,91.0,,91.6,0.4898979485566356
1552502692.0,13.3,13.1,,13.18,0.05416025603090647,92.0,91.0,,91.66666666666667,0.4714045207910317
1552502754.0,13.3,13.1,,13.173333333333334,0.05734883511361757,92.0,91.0,,91.73333333333333,0.4422166387140533
1552502815.0,13.3,13.1,,13.166666666666666,0.059628479399994445,92.0,91.0,,91.8,0.4
1552502874.0,13.3,13.1,,13.159999999999998,0.061101009266077914,92.0,91.0,,91.86666666666666,0.33993463423951903
1552502934.0,13.3,13.1,,13.153333333333332,0.06182412330330475,92.0,91.0,,91.93333333333334,0.24944382578492943
1552502993.0,13.3,13.1,,13.146666666666667,0.061824123303304765,92.0,92.0,,92.0,0.0
1552503053.0,13.3,13.1,,13.139999999999997,0.061101009266077956,92.0,92.0,,92.0,0.0
1552503113.0,13.3,13.1,,13.133333333333333,0.059628479399994515,92.0,92.0,,92.0,0.0
1552503175.0,13.2,13.1,,13.12,0.039999999999999855,92.0,92.0,,92.0,0.0
1552503233.0,13.2,13.1,,13.118749999999999,0.03903123748998985,92.0,92.0,,92.0,0.0
1552503293.0,13.2,13.1,,13.118749999999999,0.03903123748998985,92.0,92.0,,92.0,0.0
1552503352.0,13.2,13.1,,13.112499999999999,0.03307189138830727,92.0,92.0,,92.0,0.0
1552503413.0,13.1,13.1,,13.1,0.0,92.0,92.0,,92.0,0.0
1552503475.0,13.1,13.1,,13.1,0.0,92.0,92.0,,92.0,0.0
1552503536.0,13.1,13.0,13.1,13.093333333333332,0.024944382578492855,92.0,91.0,92.0,91.93333333333334,0.24944382578492943
1552503593.0,13.1,13.0,13.1,13.086666666666666,0.03399346342395178,92.0,91.0,92.0,91.86666666666666,0.33993463423951903
1552503654.0,13.1,13.0,13.1,13.08,0.039999999999999855,92.0,91.0,92.0,91.86666666666666,0.339934634239519
1552503717.0,13.1,13.0,13.1,13.08,0.039999999999999855,92.0,91.0,92.0,91.86666666666666,0.339934634239519
1552503774.0,13.2,13.0,13.1,13.086666666666666,0.04988876515698571,92.0,91.0,92.0,91.86666666666666,0.339934634239519
1552503835.0,13.2,13.0,13.1,13.09333333333333,0.05734883511361731,92.0,91.0,92.0,91.86666666666666,0.339934634239519
1552503894.0,13.3,13.0,13.1,13.106666666666666,0.07717224601860152,92.0,91.0,92.0,91.86666666666666,0.3399346342395189
1552503955.0,13.3,13.0,13.1,13.113333333333332,0.0805536398239638,92.0,90.0,92.0,91.73333333333333,0.5734883511361751
1552504013.0,13.3,13.0,13.1,13.119999999999997,0.08326663997864527,92.0,90.0,92.0,91.6,0.7118052168020874
1552504077.0,13.3,13.0,13.1,13.126666666666663,0.08537498983243792,92.0,90.0,92.0,91.46666666666667,0.8055363982396381
1552504134.0,13.3,13.0,13.1,13.133333333333331,0.08692269873603524,92.0,90.0,92.0,91.33333333333333,0.8692269873603531
1552504194.0,13.3,13.0,13.2,13.139999999999995,0.0879393730551527,92.0,90.0,92.0,91.2,0.9092121131323904
1552504254.0,13.3,13.0,13.2,13.146666666666663,0.08844332774281054,92.0,90.0,91.0,91.06666666666666,0.9285592184789412
1552504314.0,13.3,13.0,13.2,13.15333333333333,0.08844332774281054,92.0,90.0,91.0,90.93333333333334,0.9285592184789412
1552504375.0,13.3,13.0,13.2,13.159999999999997,0.08793937305515266,92.0,90.0,90.0,90.8,0.9092121131323904
1552504434.0,13.3,13.0,13.2,13.1625,0.08569568250501293,92.0,90.0,90.0,90.75,0.9013878188659973
1552504494.0,13.3,13.0,13.2,13.186666666666664,0.06182412330330468,92.0,90.0,90.0,90.66666666666667,0.9428090415820632
1552504556.0,13.3,13.1,13.2,13.199999999999996,0.03651483716701127,92.0,90.0,90.0,90.53333333333333,0.8844332774281066
1552504615.0,13.4,13.1,13.2,13.212499999999999,0.059947894041409294,92.0,86.0,90.0,90.25,1.3919410907075054
1552504676.0,13.4,13.2,13.2,13.226666666666665,0.05734883511361797,92.0,86.0,90.0,89.73333333333333,1.6110727964792761
1552504736.0,13.4,13.2,13.2,13.24,0.07118052168020922,92.0,86.0,90.0,89.33333333333333,1.7384539747207062
1552504796.0,13.4,13.2,13.2,13.240000000000002,0.07118052168020923,90.0,86.0,90.0,88.93333333333334,1.7688665548562132
1552504857.0,13.4,13.2,13.2,13.24666666666667,0.07180219742846056,90.0,86.0,90.0,88.66666666666667,1.8856180831641267
1552504915.0,13.4,13.2,13.2,13.253333333333336,0.07180219742846058,90.0,86.0,90.0,88.4,1.9595917942265424
1552504977.0,13.4,13.2,13.2,13.260000000000003,0.0711805216802093,90.0,86.0,90.0,88.13333333333334,1.9955506062794355
1552505038.0,13.4,13.2,13.3,13.273333333333337,0.07717224601860201,90.0,86.0,86.0,87.86666666666666,1.9955506062794355
1552505096.0,13.4,13.2,13.3,13.28666666666667,0.0805536398239643,90.0,86.0,86.0,87.6,1.9595917942265424
1552505157.0,13.4,13.2,13.3,13.300000000000002,0.08164965809277304,90.0,85.0,86.0,87.26666666666667,1.9482185594936607
1552505218.0,13.4,13.2,13.3,13.30666666666667,0.07717224601860188,90.0,85.0,86.0,86.93333333333334,1.8785337071473829
1552505278.0,13.4,13.2,13.3,13.313333333333336,0.07180219742846036,90.0,85.0,86.0,86.6,1.743559577416269
1552505337.0,13.4,13.2,13.3,13.320000000000002,0.06531972647421828,90.0,85.0,86.0,86.33333333333333,1.4907119849998596
1552505396.0,13.4,13.2,13.3,13.326666666666672,0.057348835113617574,90.0,85.0,86.0,86.06666666666666,1.1234866364235145
1552505457.0,13.4,13.3,13.3,13.33333333333334,0.047140452079103,86.0,85.0,86.0,85.8,0.39999999999999997
1552505520.0,13.4,13.3,13.3,13.326666666666673,0.04422166387140518,86.0,85.0,86.0,85.73333333333333,0.4422166387140533
1552505578.0,13.4,13.3,13.3,13.326666666666672,0.04422166387140517,86.0,85.0,86.0,85.66666666666667,0.47140452079103173
1552505638.0,13.4,13.3,13.3,13.320000000000004,0.03999999999999986,86.0,85.0,86.0,85.66666666666667,0.47140452079103173
1552505698.0,13.4,13.3,13.3,13.320000000000004,0.03999999999999986,86.0,85.0,86.0,85.6,0.48989794855663565
1552505760.0,13.4,13.3,13.3,13.320000000000004,0.03999999999999986,86.0,85.0,86.0,85.53333333333333,0.4988876515698588
1552505818.0,13.4,13.3,13.3,13.320000000000004,0.03999999999999986,86.0,85.0,85.0,85.46666666666667,0.4988876515698588
1552505877.0,13.4,13.3,13.3,13.320000000000004,0.03999999999999986,86.0,85.0,85.0,85.4,0.48989794855663565
1552505939.0,13.4,13.3,13.3,13.313333333333338,0.03399346342395178,86.0,85.0,85.0,85.33333333333333,0.47140452079103173
1552506000.0,13.4,13.3,13.3,13.30666666666667,0.02494438257849286,86.0,85.0,85.0,85.26666666666667,0.4422166387140533
1552506060.0,13.4,13.3,13.3,13.30666666666667,0.024944382578492855,86.0,85.0,85.0,85.33333333333333,0.47140452079103173
1552506118.0,13.5,13.3,13.3,13.320000000000002,0.05416025603090621,86.0,85.0,85.0,85.4,0.48989794855663565
1552506179.0,13.5,13.3,13.3,13.333333333333336,0.06992058987800986,86.0,85.0,85.0,85.46666666666667,0.4988876515698588
1552506239.0,13.5,13.3,13.3,13.346666666666668,0.08055363982396352,86.0,85.0,85.0,85.46666666666667,0.4988876515698588
1552506301.0,13.5,13.3,13.3,13.360000000000001,0.08793937305515248,86.0,85.0,85.0,85.46666666666667,0.4988876515698588
1552506358.0,13.5,13.3,13.3,13.373333333333333,0.0928559218478938,86.0,85.0,85.0,85.46666666666667,0.4988876515698588
1552506418.0,13.5,13.3,13.3,13.381250000000001,0.09499177595981631,86.0,85.0,85.5,85.5,0.5
1552506477.0,13.5,13.3,13.350000000000001,13.39375,0.09662265521087657,86.0,85.0,86.0,85.5625,0.49607837082461076
1552506538.0,13.6,13.3,13.5,13.419999999999998,0.10456258094238711,86.0,85.0,86.0,85.6,0.48989794855663565
1552506601.0,13.6,13.3,13.5,13.433333333333334,0.101105005920687,86.0,85.0,86.0,85.66666666666667,0.47140452079103173
1552506661.0,13.6,13.3,13.5,13.446666666666665,0.09568466729604848,86.0,85.0,86.0,85.73333333333333,0.4422166387140533
1552506720.0,13.6,13.3,13.5,13.453333333333335,0.08844332774281034,86.0,85.0,86.0,85.8,0.39999999999999986
1552506781.0,13.6,13.3,13.5,13.46,0.07999999999999972,86.0,85.0,86.0,85.86666666666666,0.3399346342395189
1552506841.0,13.6,13.3,13.5,13.466666666666669,0.06992058987800986,87.0,85.0,86.0,86.0,0.3651483716701107
1552506902.0,13.6,13.3,13.5,13.466666666666669,0.06992058987800986,87.0,86.0,86.0,86.06666666666666,0.2494438257849294
1552506959.0,13.6,13.2,13.5,13.45,0.0935414346693485,87.0,86.0,86.0,86.125,0.33071891388307384
1552507019.0,13.6,13.2,13.5,13.440000000000001,0.10198039027185561,87.0,86.0,86.0,86.2,0.4
1552507080.0,13.6,13.2,13.5,13.42666666666667,0.10624918300339474,87.0,86.0,86.0,86.26666666666667,0.4422166387140533
1552507140.0,13.6,13.2,13.4,13.406666666666668,0.118133634311129,87.0,86.0,86.0,86.26666666666667,0.4422166387140533
1552507199.0,13.6,13.2,13.4,13.39375,0.12484365222148869,87.0,86.0,86.0,86.25,0.4330127018922193
1552507260.0,13.6,13.2,13.4,13.366666666666667,0.12995725793078636,87.0,86.0,86.0,86.33333333333333,0.47140452079103173
1552507319.0,13.6,13.2,13.3,13.346666666666664,0.13097921802925688,87.0,86.0,86.0,86.4,0.48989794855663565
1552507380.0,13.6,13.2,13.3,13.326666666666663,0.12892719737209168,87.0,86.0,86.0,86.46666666666667,0.4988876515698588
1552507440.0,13.5,13.2,13.3,13.299999999999995,0.10954451150103361,87.0,86.0,87.0,86.53333333333333,0.4988876515698588
1552507499.0,13.5,13.2,13.25,13.29375,0.10879309490955795,87.0,86.0,87.0,86.5625,0.49607837082461076
1552507560.0,13.5,13.2,13.2,13.275,0.09682458365518586,87.0,86.0,87.0,86.625,0.4841229182759271
1552507626.0,13.4,13.2,13.2,13.246666666666663,0.07180219742846054,88.0,86.0,87.0,86.8,0.541602560309064
1552507681.0,13.4,13.2,13.2,13.233333333333329,0.05962847939999492,88.0,86.0,87.0,86.86666666666666,0.4988876515698589
1552507741.0,13.3,13.2,13.2,13.219999999999997,0.04000000000000056,88.0,86.0,87.0,86.86666666666666,0.4988876515698589
1552507802.0,13.3,13.2,13.2,13.21333333333333,0.03399346342395237,88.0,86.0,87.0,86.93333333333334,0.4422166387140533
1552507861.0,13.3,13.2,13.2,13.21333333333333,0.03399346342395237,88.0,86.0,87.0,86.93333333333334,0.44221663871405326
1552507921.0,13.3,13.2,13.2,13.206666666666662,0.024944382578493293,88.0,86.0,87.0,86.93333333333334,0.44221663871405326
1552507980.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,88.0,86.0,87.0,86.93333333333334,0.44221663871405326
1552508040.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,88.0,86.0,87.0,87.0,0.3651483716701107
1552508101.0,13.2,13.2,13.2,13.199999999999996,3.552713678800501e-15,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508160.0,13.2,13.1,13.2,13.19333333333333,0.024944382578492855,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508222.0,13.2,13.1,13.2,13.186666666666664,0.03399346342395178,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508283.0,13.2,13.1,13.2,13.179999999999998,0.039999999999999855,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508342.0,13.2,13.1,13.2,13.17333333333333,0.04422166387140517,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508403.0,13.2,13.1,13.2,13.166666666666664,0.047140452079103,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508463.0,13.2,13.1,13.2,13.159999999999998,0.04898979485566339,88.0,87.0,87.0,87.06666666666666,0.2494438257849294
1552508523.0,13.2,13.1,13.2,13.156249999999998,0.049607837082460894,88.0,87.0,87.0,87.0625,0.24206145913796356
1552508582.0,13.2,13.1,13.1,13.146666666666665,0.04988876515698572,87.0,87.0,87.0,87.0,0.0
1552508643.0,13.2,13.0,13.1,13.133333333333331,0.05962847939999419,87.0,87.0,87.0,87.0,0.0
1552508701.0,13.2,13.0,13.1,13.125,0.06614378277661453,87.0,87.0,87.0,87.0,0.0
1552508761.0,13.2,13.0,13.1,13.106666666666664,0.06798692684790356,87.0,87.0,87.0,87.0,0.0
1552508822.0,13.2,13.0,13.1,13.093333333333332,0.06798692684790356,88.0,87.0,87.0,87.06666666666666,0.24944382578492943
1552508882.0,13.2,12.9,13.1,13.073333333333332,0.07717224601860122,88.0,87.0,87.0,87.13333333333334,0.33993463423951903
1552508942.0,13.2,12.9,13.1,13.053333333333335,0.08055363982396352,88.0,87.0,87.0,87.2,0.4
1552509004.0,13.1,12.9,13.1,13.033333333333335,0.07888106377466128,88.0,87.0,87.0,87.26666666666667,0.4422166387140533
1552509063.0,13.1,12.9,13.0,13.020000000000001,0.08326663997864502,88.0,87.0,87.0,87.33333333333333,0.47140452079103173
1552509124.0,13.1,12.8,13.0,13.000000000000002,0.09660917830792926,88.0,87.0,87.0,87.33333333333333,0.47140452079103173
1552509184.0,13.1,12.8,13.0,12.980000000000002,0.1045625809423871,88.0,87.0,87.0,87.4,0.48989794855663565
1552509242.0,13.1,12.8,13.0,12.960000000000004,0.10832051206181242,88.0,87.0,87.0,87.46666666666667,0.4988876515698588
1552509303.0,13.1,12.8,12.9,12.940000000000003,0.10832051206181241,88.0,87.0,88.0,87.53333333333333,0.4988876515698588
1552509363.0,13.1,12.8,12.9,12.926666666666671,0.09977753031397142,88.0,87.0,88.0,87.6,0.48989794855663565
1552509425.0,13.1,12.8,12.9,12.913333333333338,0.08844332774281034,88.0,87.0,88.0,87.66666666666667,0.47140452079103173
1552509483.0,13.0,12.8,12.9,12.893333333333336,0.07717224601860125,88.0,87.0,88.0,87.73333333333333,0.4422166387140533
1552509545.0,13.0,12.7,12.9,12.873333333333335,0.08537498983243792,88.0,87.0,88.0,87.8,0.39999999999999986
1552509603.0,13.0,12.7,12.9,12.853333333333333,0.08844332774281075,89.0,87.0,88.0,87.93333333333334,0.4422166387140533
1552509663.0,13.0,12.6,12.8,12.826666666666664,0.09977753031397199,89.0,87.0,88.0,88.06666666666666,0.4422166387140533
1552509725.0,12.9,12.6,12.8,12.8,0.10327955589886477,89.0,87.0,88.0,88.13333333333334,0.4988876515698588
1552509783.0,12.9,12.6,12.8,12.78,0.11075498483890803,89.0,87.0,88.0,88.2,0.541602560309064
1552509845.0,12.9,12.6,12.8,12.759999999999998,0.11430952132988204,90.0,87.0,88.0,88.33333333333333,0.6992058987801011
