time,temperature
1554420676,14.645755753339271
1554422479,15.01455743688705
1554424282,15.321052995683923
1554426085,15.879543389329436
1554427889,16.39003455715993
1554429691,17.959203388606188
1554431495,18.721628761848258
1554433298,19.629199581932244
1554435100,21.167350204310026
1554436884,15.205168849533809
1554438688,15.087682668919555
1554440510,24.206633967722397
1554442312,24.601851804046184
1554444115,24.97507899895615
1554451504,25.580916736609772
1554453306,25.70964086791026
1554455109,25.71896107765282
1554456912,25.333044607171583
1554458774,25.394160080797235
1554460576,24.663160791921047
1554462379,22.508045815096175
1554464182,21.654600524678557
1554465985,20.50453299369001
1554467727,20.08401212549555
1554469530,19.680500310910684
1554471272,19.32559850705864
1554473136,18.95154889981163
1554474938,18.754229515515117
1554476741,18.54261862736283
1554478544,18.273646705301697
1554480464,21.92801830246663
1554482267,23.64624158227649
1554516643,20.41068170627755
1554518445,21.4930855901026
1554520247,21.85716277606143
1554522050,23.462663324353585
1554527457,26.518984429389484
1554529259,27.034497034403767
1554531062,28.387604982669178
1554532863,28.692464457522057
1554541872,28.42036097419782
1554543674,27.98474755822658
1554545476,26.399756535526674
1554547278,25.51988761587689
1554549079,24.553534810661723
1554550881,23.21053253579928
1554552683,21.40569569015574
1554554486,20.93187622926064
1554556348,20.595078395720837
1554558150,20.13917966219923
1554559953,19.470921356318634
1554561755,19.40447378153791
1554563558,19.302253261984205
1554565360,19.087983697610824
1554567233,24.27949387263319
1554569035,25.382239663315673
1554570827,18.11340112404692
1554572569,17.99548191220043
1554574312,18.045776809156784
1554576115,17.754640753221203
1554577918,17.58156944073105
1554579720,17.475476047866177
1554581523,16.830565852082575
1554583326,16.763925189863276
1554585189,16.499178202649748
1554586991,16.251569890902285
1554588794,16.408044856329184
1554590596,16.46371308410495
1554592399,15.29095859423906
1554594202,15.644769142676187
1554596005,16.53707049882912
1554597808,17.57343140653504
1554599670,19.17602913503704
1554601473,20.323127597826762
1554603276,23.055777367340056
1554605198,24.203182965386823
1554607309,25.374497168667254
1554609420,27.32987588675581
1554611203,18.38865639527923
1554612946,18.424301177941842
1554614688,30.716922512772086
1554616568,31.56691497114791
1554618634,31.883406668460488
1554620747,32.95366745060885
1554622623,33.699042543011544
1554624704,33.183293685460136
1554626642,33.26637003933179
1554628712,32.98378812499159
1554630787,32.22047996412524
1554632529,30.134656347607606
1554634374,28.234789814715036
1554636198,27.754381730606557
1554638417,25.64116146606386
1554640460,24.894976327911653
1554642202,24.105563658182792
1554643944,24.561346033790944
1554645944,23.876012445973068
1554647853,23.697316478896173
1554649891,23.285611511637565
1554652046,23.034570131831646
1554654411,28.937012539635337
1554656477,22.534808397468304
1554658404,22.36876833763406
1554660712,21.55689905025696
1554662867,21.15402162617785
1554664815,20.829581763333415
1554666772,20.77032693004667
1554669021,20.339440117959235
1554671347,20.253973817388392
1554673474,20.268420839858504
1554675549,19.987663982491245
1554677466,20.01692106801823
1554679662,20.417453797244235
1554681732,21.036992056025305
1554683414,21.72606346850318
1554685712,22.739420854329033
1554688281,24.85439704927816
1554690609,27.60926922578059
1554692833,29.103674379404648
1554694948,30.072844505970956
1554696978,23.37358423234406
1554698978,23.420129889948747
1554701194,32.615346664762676
1554703275,32.79758243666145
1554705339,33.17844041369465
1554707431,33.08280906415141
1554709483,33.52865650271828
1554711707,33.189832120169896
1554713694,33.07185417625177
1554715941,32.521239011851605
1554718061,32.616222805750965
1554720109,31.845402607562992
1554722219,29.605093137738297
1554724495,29.113945869843878
1554726603,27.804816435974367
1554728408,29.39654322221187
1554730270,29.630855672701248
1554732132,29.630124248821268
1554733934,29.435429302427522
1554735737,27.68022482149809
1554737539,27.01752659543876
1554739525,31.213196706267027
1554741687,31.52028888617755
1554743427,25.607863552838353
1554745229,25.43204628652668
1554747092,24.75128455081888
1554748894,24.600449917836755
1554750697,24.438293104945174
1554752991,24.154053512414716
1554754842,23.251469365652095
1554756705,23.27092088936464
1554758520,23.380088964755345
1554760376,23.288477976729308
1554762053,22.87252886904745
1554763915,22.842609255870023
1554765717,22.914528130291664
1554767641,22.786594307644844
1554769442,22.64260981957464
1554771271,22.558128315433727
1554773048,22.448024329878486
1554774849,23.560011955661036
1554776659,23.9826707450775
1554778485,24.494105007623144
1554780137,25.68468530607959
1554782137,25.502174970404926
1554783923,25.87884915331013
1554785725,25.680291836881082
1554787663,27.551282552622002
1554789509,27.35462197645403
1554791428,28.896680712675412
1554793288,28.36235065958541
1554795156,28.80887080461948
1554796959,29.745343011168192
1554798913,29.376898599227026
1554800752,30.649251296539028
1554802666,30.51765643887946
1554804468,28.66863680947497
1554806271,28.223220230522763
1554808073,27.6406471866369
1554809935,26.940157646696527
1554811737,26.401574773661874
1554813539,25.862793196324056
1554815342,25.662302374597754
1554817145,25.314794859326497
1554818947,25.15606847664476
1554820749,24.858483199198957
1554822506,24.689935489367734
1554824354,24.126414807005037
1554826282,25.928940727925564
1554828151,26.30892584461689
1554873490,21.766192228864785
1554875363,21.63942635390147
1554877647,21.72525427774073
1554879929,21.625454551821846
1554881911,21.190319642893318
1554884013,21.1130433688317
1554885897,21.155240658067832
1554887797,21.05286913443683
1554889997,20.466966632983144
1554891896,19.780516554046585
1554893864,19.499384621011544
1554895826,19.14082273898925
1554897830,18.95274890591514
1554899992,19.129752449214983
1554902060,18.743460976111976
1554903982,18.02736953601486
1554905940,17.809761979259207
1554908163,17.850723383795387
1554910207,17.602691254719268
1554912570,21.98368735082603
1554914658,22.158023747185084
1554916607,18.01207882608225
1554918737,17.86218130180571
1554920900,17.97447432394724
1554923003,17.669879650893886
1554925090,17.547961890329304
1554927029,17.409459788123343
1554929210,17.438044346822636
1554931566,17.2721360524566
1554933818,17.456529619632782
1554936369,17.410212642313077
1554938512,17.57099328334546
1554940548,17.61576142471949
1554942830,17.79619700382994
1554945235,18.57798311495169
1554947217,18.757369545260598
1554949080,19.972402976747123
1554950882,20.06458435093665
1554952685,20.590408673791828
1554954487,21.52223135363774
1554956426,17.798505012572683
1554958632,17.736998510202707
1554960495,22.672338212430862
1554962357,22.698041778346024
1554964166,24.108850393884026
1554965963,23.895390030416774
1554967887,24.260686645622965
1554969906,24.18032781834571
1554971799,24.332291075037496
1554973622,24.800487466887702
1554975574,24.69932742487545
1554977440,24.317989042194217
1554979299,24.07690100773576
1554981170,23.85106074884142
1554983026,23.444869328306435
1554984971,22.152773665151713
1554986887,21.625171763798434
1554988861,20.995218039933736
1554990653,20.68774390703061
1554992516,20.144994225635017
1554994318,20.04936105262473
1554996184,19.831796345586397
1554998043,19.649218034872494
1554999850,21.70554874514737
1555001653,21.882207742969342
1555003631,18.911011069897043
1555005674,18.576738925900713
1555007605,18.51928375724909
1555009759,18.384460027169897
1555011803,18.35895647394339
1555013787,18.539110709562785
1555015829,18.436745217217343
1555017691,17.971684508625753
1555019735,18.22617916610952
1555021769,18.543230714348837
1555023552,18.41981759342928
1555025503,18.37912025183034
1555027315,18.844619769769075
1555029168,19.3309839640278
1555031112,20.246616198141247
1555033228,20.89259832960692
1555035184,21.479934433606143
1555037275,22.54557976765728
1555039202,24.487026529875223
1555041003,24.294411015913496
1555042929,19.435183391575737
1555044800,19.015963365318605
1555046711,26.04640137949191
1555048512,26.335537897319302
1555050315,26.117487856415572
1555052117,25.754265379786716
1555053919,25.957126126369783
1555055781,25.935722342960144
1555057584,25.860084210394017
1555059386,25.345914925696018
1555061188,23.269716594545947
1555062989,21.74116124742946
1555064791,22.58055001444325
1555066594,23.047891146059982
1555068456,22.829953895954194
1555070259,22.785510493464024
1555072061,22.659234718305264
1555073864,22.61424876668033
1555075665,22.42447152540216
1555077467,21.891101750078214
1555079270,21.510541658014787
1555081072,21.653254870609537
1555082935,21.543182946002293
1555084737,21.725875133186
1555086487,25.266705580463526
1555088229,25.569642246350135
